"Site","Date","Turbidity","TSS","ChlA","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4","FCW_Number","Year","site_code","data_source","Lat","Long","location","Campaign","watershed","status","Buffer_Level","Watershed_Level","distance_upstream_km","Time","Field_DO_mgL","Field_Cond_µS/cm","Field_Temp_C","dt"
"Poudre Above Joe Wright",2022-08-26,0.87,0.19,0.7,2.38,0.39,6.95,280.85,39.58,0.84,0.02,0.38,0.72,4.85,0.02,0.16,0.59,0,5.51,1771,2022,"PJW","ROSS","40.634114",-105.807264,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,80.916,"10:10",7.53,"49.06","12.2",2022-08-26 16:10:00.000000
"Poudre Below Rustic",2022-08-26,8.58,12.31,0.99,2.49,0.26,7.15,457.18,55.21,1.8,0.02,0.67,1.38,6.99,0.02,0.51,0.59,0,3.81,1773,2022,"PBR","ROSS","40.700221",-105.544028,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,47.262,"11:20",7.4,"56.05","14.7",2022-08-26 17:20:00.000000
"Poudre South Fork",2022-08-26,7.44,10.4,0.73,2.42,0.19,6.94,400.67,35.91,1.68,0.02,0.47,0.78,3.77,0.04,0.23,0.15,0,1,1775,2022,"SFM","ROSS","40.61825",-105.525583,"Mainstem","South Fork","CLP Mainstem-Canyon","Partially Burned",,,53.476,"12:10",7.47,"41.15","12.8",2022-08-26 18:10:00.000000
"Poudre Below S. Fork",2022-08-26,30.51,28.8,1.16,2.61,0.22,7.06,486.63,56.43,1.78,0.02,0.74,1.53,7.11,0.03,0.54,0.44,0,3.04,1776,2022,"PSF","ROSS","40.694953",-105.448748,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,33.951,"13:00",7.38,"56.41","15.6",2022-08-26 19:00:00.000000
"Poudre Above North Fork",2022-08-26,13.48,10.39,1.03,2.54,0.14,7.14,494.7,58.59,2.03,0.03,0.91,1.41,7.14,0.03,0.81,0.12,0,4.19,1777,2022,"PNF","ROSS","40.702459",-105.241588,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,7.471,"13:57",7.42,"57.8","17.6",2022-08-26 19:57:00.000000
"Poudre at Bellvue Diversion",2022-08-26,21.83,26.86,1.02,2.64,0.34,7.49,582.97,68.42,2.26,0.02,0.99,1.9,8.12,0.1,0.9,0.04,0,4,1778,2022,"PBD","ROSS","40.664519",-105.22419,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,0,"14:40",7.3,"63.16","18.4",2022-08-26 20:40:00.000000
"Long Draw Reservoir",2022-08-30,8,6.63,1.22,2.23,0.23,6.93,319.03,51.01,1.12,0.02,0.54,1.12,6.78,0.28,0.21,0.38,0,7.44,1779,2022,"LNGR","ROSS","40.50087627",-105.7725307,"Reservoir","Longdraw","Long Draw Reservoir","Unburned",0,0,100.445,"9:46",6.82,"54.35","14.4",2022-08-30 15:46:00.000000
"Long Draw Outlet",2022-08-30,3.73,3.77,0.85,2.29,0.25,6.93,235.8,44.91,0.88,0.06,0.47,0.96,6.66,0.14,0.11,0.33,0,7.45,1780,2022,"LNGO","ROSS","40.50368571",-105.7709459,"Outflow","Longdraw","Long Draw Reservoir","Unburned",0,0,98.705,"10:05",7.02,"54.39","14",2022-08-30 16:05:00.000000
"Peterson Reservoir",2022-08-30,9.23,6.77,3.3,5.3,0.45,7.03,314.46,37.58,1.43,0.03,0.95,0.69,4.78,0.03,0.63,0.4,0,2.32,1781,2022,"PTRR","ROSS","40.55936515",-105.7940034,"Reservoir","Longdraw","Peterson Reservoir","Burned",0.32090379008746356,0.3055062638172439,91.236,"10:45",6.75,"42.76","15.5",2022-08-30 16:45:00.000000
"Peterson Outlet",2022-08-30,8.98,8.4,3.69,5.54,0.41,6.94,325.53,37.75,1.36,0.03,0.99,0.59,4.41,0.03,0.56,0.32,0,2.01,1782,2022,"PTRO","ROSS","40.56063874",-105.7929021,"Outflow","Longdraw","Peterson Reservoir","Burned",0.32090379008746356,0.3055062638172439,91.236,"11:00",7.12,"43.34","14.5",2022-08-30 17:00:00.000000
"Joe Wright Inlet",2022-08-30,1.59,0.58,0.2,0.81,0.29,6.94,520.77,59.55,1.18,0.03,0.35,1.08,7.34,0.05,0.33,0.62,0,6.33,1783,2022,"JOEI","ROSS","40.54013102",-105.8831698,"Inflow","Chambers Complex","Joe Wright Reservoir","Unburned",0.006530548628428928,0,95.264,"11:41",7.64,"69.39","9.5",2022-08-30 17:41:00.000000
"Joe Wright Reservoir",2022-08-30,3.33,4.04,2.56,2.51,0.1,6.94,381.82,43.64,1.08,0.02,0.47,0.92,5.55,0.05,0.44,0.03,0,3.02,1784,2022,"JOER","ROSS","40.55593744",-105.8749619,"Reservoir","Chambers Complex","Joe Wright Reservoir","Partially Burned",0.006530548628428928,0.048734263332836585,93.218,"12:05",6.85,"49.37","16.6",2022-08-30 18:05:00.000000
"Chambers Inlet",2022-08-30,16.46,15.59,0.5,2.36,0.22,6.95,438.92,51.1,1.53,0.03,0.72,1.02,7.8,0.05,0.7,0.33,0,2.33,1785,2022,"CBRI","ROSS","40.57795281",-105.8572773,"Inflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.11067457970644089,90.13,"12:30",7.78,"51.56","9.4",2022-08-30 18:30:00.000000
"Barnes Meadow Outflow",2022-08-30,6.33,3.37,0.89,5.99,0.79,6.93,543.56,73.96,2.11,0.51,1.26,1.38,9.44,0.03,1.69,0.33,0,4.78,1786,2022,"BMD","ROSS","40.600376",-105.836378,"Outflow","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,84.049,"12:45",6.66,"84.44","9.2",2022-08-30 18:45:00.000000
"Barnes Meadow Reservoir",2022-08-30,5.48,3.96,1.11,6.23,0.24,6.95,507.52,69.7,1.88,0.04,0.95,1.03,8.77,0.03,1.6,0.1,0,6.77,1787,2022,"BRNR","ROSS","40.599908",-105.830604,"Reservoir","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,85.149,"13:30",6.5,"74.98","18.9",2022-08-30 19:30:00.000000
"Chambers Reservoir",2022-08-30,4.24,3.89,0.72,2.55,0.1,6.94,379.8,39.01,1.14,0.04,0.5,0.76,4.97,0.03,0.42,0.02,0,2.21,1788,2022,"CBRR","ROSS","40.603457",-105.845931,"Reservoir","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,87.814,"13:50",6.77,"47.15","18.6",2022-08-30 19:50:00.000000
"Chambers Outflow",2022-08-30,5.46,5,0.97,2.49,0.15,6.93,406.82,41.58,1.08,0.04,0.58,0.72,4.88,0.03,0.54,0.22,0,1.99,1789,2022,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,"14:05",6.77,"48.26","14.7",2022-08-30 20:05:00.000000
"Comanche Inflow",2022-08-31,0.35,0.4,1.2,2.34,0.5,6.97,173.18,19.19,0.98,0.02,0.27,0.47,2.23,0.02,0.13,0.22,0,0.58,1791,2022,"COMI","ROSS","40.5858963",-105.6626,"Inflow","South Fork","Comanche Reservoir","Burned",0.45576441102756887,0.173174601127291,72.236,"9:20",7.87,"33.09","8.5",2022-08-31 15:20:00.000000
"Comanche Reservoir",2022-08-31,5.75,3.53,1.91,2.64,0.22,6.99,288.59,32.66,1.7,0.01,0.54,0.72,4.56,0.02,0.22,0.11,0,0.89,1792,2022,"COMR","ROSS","40.5853086",-105.6455009,"Reservoir","South Fork","Comanche Reservoir","Burned",0.45576441102756887,0.24966832476956524,70.774,"9:55",6.69,"36.28","13.2",2022-08-31 15:55:00.000000
"Hourglass Inflow",2022-08-31,0.96,1.1,0.43,1.32,0.38,6.82,138.2,17.98,0.98,0.02,0.29,0.44,2.21,0.03,0.11,0.15,0,0.7,1794,2022,"HORI","ROSS","40.5805091",-105.6409321,"Inflow","South Fork","Hourglass Reservoir","Burned",0.40096867936712954,0.05085114281168797,61.499,"10:40",8.08,"22.18","7.3",2022-08-31 16:40:00.000000
"Comanche Outflow",2022-08-31,2.73,3.2,2.86,2.7,0.2,6.95,305.49,27.48,1.31,0.02,0.44,0.67,3,0.02,0.16,0.11,0,0.4,1795,2022,"COMO","ROSS","40.5846048",-105.6440011,"Outflow","South Fork","Comanche Reservoir","Burned",0.45576441102756887,0.24966832476956524,61.499,"11:00",7.12,"36.52","13.6",2022-08-31 17:00:00.000000
"Hourglass Reservoir",2022-08-31,5.22,4.2,4.09,2.71,0.21,6.97,330.57,32.61,1.78,0.02,0.49,0.75,3.81,0.02,0.18,0.09,0,0.89,1796,2022,"HORR","ROSS","40.582032",-105.6314023,"Reservoir","South Fork","Hourglass Reservoir","Burned",0.40096867936712954,0.10162730589431843,61.499,"11:30",7.5,"36.12","16.7",2022-08-31 17:30:00.000000
"Beaver",2022-08-31,4.32,3.7,2.04,2.19,0.28,6.94,269.54,36.84,1.9,0.03,0.58,0.87,4.51,0.03,0.33,0.8,0,1.52,1798,2022,"BEAV","ROSS","40.579336",-105.5940998,"Stream","South Fork","CLP Tributary","Burned",,,61.499,"12:25",7.35,"33.95","13.1",2022-08-31 18:25:00.000000
"Poudre South Fork",2022-08-31,0.09,5.8,0.85,2.22,0.23,6.95,383.23,36.34,1.7,0.01,0.48,0.8,3.8,0.03,0.2,0.13,0,1.08,1799,2022,"SFM","ROSS","40.61825",-105.525583,"Mainstem","South Fork","CLP Mainstem-Canyon","Partially Burned",,,53.476,"13:20",7.38,"41.6","14.1",2022-08-31 19:20:00.000000
"Long Draw Reservoir",2022-09-06,2.35,1.42,0.66,2,0.24,6.98,328.73,52.73,0.99,0.02,0.58,1.26,7.11,0.04,0.1,0.35,0,7.51,1800,2022,"LNGR","ROSS","40.50087627",-105.7725307,"Reservoir","Longdraw","Long Draw Reservoir","Unburned",0,0,100.445,"9:23",6.68,"56.19","14.8",2022-09-06 15:23:00.000000
"Long Draw Outlet",2022-09-06,1.34,1.7,0.6,2.1,0.17,6.98,355.02,51.32,1.01,0.03,0.6,1.05,7.55,0.15,0.1,0.38,0,7.74,1801,2022,"LNGO","ROSS","40.50368571",-105.7709459,"Outflow","Longdraw","Long Draw Reservoir","Unburned",0,0,98.705,"9:45",7.01,"56.92","14.2",2022-09-06 15:45:00.000000
"Peterson Reservoir",2022-09-06,8.21,8.2,2.73,4.61,0.28,6.94,404.3,45.27,2.21,0.02,1.2,0.9,5.14,0.02,0.44,0.19,0,2.09,1802,2022,"PTRR","ROSS","40.55936515",-105.7940034,"Reservoir","Longdraw","Peterson Reservoir","Burned",0.32090379008746356,0.3055062638172439,91.236,"10:30",6.91,"44.51","14.4",2022-09-06 16:30:00.000000
"Peterson Outlet",2022-09-06,8.9,8.94,5.46,4.97,0.44,6.96,389.74,42.56,1.69,0.03,1.26,0.69,5.43,0.02,0.46,0.02,0,2.16,1803,2022,"PTRO","ROSS","40.56063874",-105.7929021,"Outflow","Longdraw","Peterson Reservoir","Burned",0.32090379008746356,0.3055062638172439,91.236,"11:00",7.66,"46.3","14.6",2022-09-06 17:00:00.000000
"Joe Wright Inlet",2022-09-06,0.25,1,0.58,0.67,0.28,7.07,557.8,68.58,1.5,0.06,0.54,1.67,8.77,0.03,0.33,0.71,0,6.47,1805,2022,"JOEI","ROSS","40.54013102",-105.8831698,"Inflow","Chambers Complex","Joe Wright Reservoir","Unburned",0.006530548628428928,0,95.264,"11:30",,,,2022-09-06 17:30:00.000000
"Joe Wright Reservoir",2022-09-06,0.87,0.82,2.23,2.86,0.09,7.07,389.27,46.55,1.42,0.02,0.67,1.08,6.17,0.09,0.38,0.02,0,2.85,1806,2022,"JOER","ROSS","40.55593744",-105.8749619,"Reservoir","Chambers Complex","Joe Wright Reservoir","Partially Burned",0.006530548628428928,0.048734263332836585,93.218,"12:05",7.01,"50.34","16.2",2022-09-06 18:05:00.000000
"Chambers Inlet",2022-09-06,0.71,0.6,0.42,2.67,0.37,7.07,493.59,55.83,1.72,0.02,0.78,1.28,7.88,0.06,0.5,0.31,0,2.19,1807,2022,"CBRI","ROSS","40.57795281",-105.8572773,"Inflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.11067457970644089,90.13,"12:30",7.87,"50.59","9.1",2022-09-06 18:30:00.000000
"Barnes Meadow Outflow",2022-09-06,8.01,3.86,1.01,6.39,0.63,6.95,668.69,85.91,2.18,0.66,1.24,1.64,10.89,0.02,1.19,0.1,0,4.75,1808,2022,"BMD","ROSS","40.600376",-105.836378,"Outflow","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,84.049,"13:00",6.82,"82.48","9.5",2022-09-06 19:00:00.000000
"Barnes Meadow Reservoir",2022-09-06,2.29,2.3,1.11,6.12,0.31,7.1,637.32,79.76,2.48,0.06,1.26,1.66,10.6,0.02,1.2,0.04,0,5.89,1809,2022,"BRNR","ROSS","40.599908",-105.830604,"Reservoir","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,85.149,"13:20",6.67,"74.76","18.2",2022-09-06 19:20:00.000000
"Chambers Reservoir",2022-09-06,5.08,6.15,0.86,2.68,0.14,6.91,445.44,48.29,1.51,0.05,0.81,1.18,5.96,0.03,0.39,0.02,0,2.11,1810,2022,"CBRR","ROSS","40.603457",-105.845931,"Reservoir","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,87.814,"13:55",7.11,"47.28","19.8",2022-09-06 19:55:00.000000
"Chambers Outflow",2022-09-06,0.68,0.3,1.44,2.66,0.29,6.91,479.33,51.23,1.7,0.03,0.98,1.26,6.79,0.05,0.59,0.21,0,2.61,1811,2022,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,"14:07",6.84,"47.98","14.8",2022-09-06 20:07:00.000000
"Sawmill",2022-09-08,0.67,0.4,,0.96,0.43,6.97,436.54,52.78,1.33,0.05,0.89,1.38,7.08,0.03,0.13,0.88,0,2.93,1812,2022,"SAWM","ROSS","40.581377",-105.856229,"Stream","Tributary","CLP Tributary","Partially Burned",,,90.13,"9:30",,,,2022-09-08 15:30:00.000000
"Beaver",2022-09-08,6.05,0.9,,1.94,0.23,6.95,279.62,36.02,2.06,0.03,0.53,0.92,4.6,0.04,0.36,0.13,0,1.82,1821,2022,"BEAV","ROSS","40.579336",-105.5940998,"Stream","South Fork","CLP Tributary","Burned",,,61.499,"15:00",,,,2022-09-08 21:00:00.000000
"JWC-Joe Wright @ Aspen Glen Campground",2022-09-09,2.95,0.97,1.45,2.55,0.27,6.84,456.23,49.75,1.53,0.03,0.78,1.23,6.4,0.05,0.55,0.13,0,2.45,1822,2022,"JWC","ROSS","40.61988",-105.81937,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,80.916,"8:56",7.28,"49.97","12.7",2022-09-09 14:56:00.000000
"Poudre Above Joe Wright",2022-09-09,0.85,0.19,0.25,1.92,0.42,6.73,310.1,46.51,1.34,0.03,0.62,1.04,5.62,0.02,0.17,0.55,0,7.68,1823,2022,"PJW","ROSS","40.634114",-105.807264,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,80.916,"9:40",7.49,"55.44","12.2",2022-09-09 15:40:00.000000
"Poudre Below Rustic",2022-09-09,4.06,1.11,0.14,2.26,0.22,6.85,541.98,62.73,1.93,0.05,0.88,1.68,8.27,0.02,0.58,0.13,0,4.2,1826,2022,"PBR","ROSS","40.700221",-105.544028,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,47.262,"10:20",7.56,"62.66","13.2",2022-09-09 16:20:00.000000
"Poudre South Fork",2022-09-09,0.49,2,1.01,2.19,0.1,6.96,408.77,47.13,2.5,0.01,0.67,1.26,5.51,0.02,0.44,0.23,0,2.3,1827,2022,"SFM","ROSS","40.61825",-105.525583,"Mainstem","South Fork","CLP Mainstem-Canyon","Partially Burned",,,53.476,"11:00",7.8,"43.1","10.8",2022-09-09 17:00:00.000000
"Poudre Below S. Fork",2022-09-09,11.48,18.6,0.79,2.09,0.13,7.07,541.23,64.88,2.09,0.02,0.88,1.62,7.77,0.02,0.6,0.11,0,5.39,1828,2022,"PSF","ROSS","40.694953",-105.448748,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,33.951,"11:50",7.7,"61.75","13.7",2022-09-09 17:50:00.000000
"Poudre Above North Fork",2022-09-09,13.27,3.6,0.58,2.14,0.17,7.17,478.04,64.02,2.16,0.01,0.91,1.7,8.25,0.06,0.73,0.09,0,5.48,1829,2022,"PNF","ROSS","40.702459",-105.241588,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,7.471,"13:00",7.74,"63.13","15.3",2022-09-09 19:00:00.000000
"Poudre at Bellvue Diversion",2022-09-09,10.56,6.53,0.42,2.29,0.12,7.28,588.8,75.71,2.62,0.05,0.99,2.02,9.74,0.17,1.37,0.06,0,5.44,1830,2022,"PBD","ROSS","40.664519",-105.22419,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,0,"13:40",7.93,"73.75","16",2022-09-09 19:40:00.000000
"Long Draw Reservoir",2022-09-13,0.59,0.5,0.67,2.1,0.27,6.85,368.15,60.46,1.1,0.04,0.61,1.39,8.43,0.05,0.14,0.46,0,9.15,1831,2022,"LNGR","ROSS","40.50087627",-105.7725307,"Reservoir","Longdraw","Long Draw Reservoir","Unburned",0,0,100.445,"9:20",6.7,"59.1","13.2",2022-09-13 15:20:00.000000
"Long Draw Outlet",2022-09-13,0.55,0.98,1.02,2.03,0.18,7.23,511.39,70.79,1.08,0.03,0.59,1.34,10.56,0.13,0.13,0.43,0,9.24,1832,2022,"LNGO","ROSS","40.50368571",-105.7709459,"Outflow","Longdraw","Long Draw Reservoir","Unburned",0,0,98.705,"9:45",6.87,"59.1","13",2022-09-13 15:45:00.000000
"Peterson Reservoir",2022-09-13,9.57,7.95,3.19,3.75,0.12,6.96,423.83,47.19,2.29,0.02,1.16,0.83,5.93,0.04,0.59,0.1,0,2.34,1833,2022,"PTRR","ROSS","40.55936515",-105.7940034,"Reservoir","Longdraw","Peterson Reservoir","Burned",0.32090379008746356,0.3055062638172439,91.236,"10:30",7.01,"46.82","12.6",2022-09-13 16:30:00.000000
"Peterson Outlet",2022-09-13,8.4,8.67,4.28,4.1,0.23,7.07,535.49,56.6,2.47,0.01,1.26,0.91,6.06,0.05,0.61,0.04,0,2.57,1835,2022,"PTRO","ROSS","40.56063874",-105.7929021,"Outflow","Longdraw","Peterson Reservoir","Burned",0.32090379008746356,0.3055062638172439,91.236,"10:50",7.11,"51.09","11.9",2022-09-13 16:50:00.000000
"Joe Wright Inlet",2022-09-13,0.15,1.2,0.19,0.65,0.2,7.06,589.44,80.66,1.82,0.01,0.56,1.99,12.54,0.03,0.48,0.79,0,8.07,1836,2022,"JOEI","ROSS","40.54013102",-105.8831698,"Inflow","Chambers Complex","Joe Wright Reservoir","Unburned",0.006530548628428928,0,95.264,"11:30",8.03,"73.54","6.9",2022-09-13 17:30:00.000000
"Joe Wright Reservoir",2022-09-13,0.62,1.04,2.59,2.62,0.1,6.97,487,58.17,1.45,0.03,0.65,1.45,7.88,0.1,0.5,0.08,0,3.55,1837,2022,"JOER","ROSS","40.55593744",-105.8749619,"Reservoir","Chambers Complex","Joe Wright Reservoir","Partially Burned",0.006530548628428928,0.048734263332836585,93.218,"11:55",7.02,"50.84","14.3",2022-09-13 17:55:00.000000
"Chambers Inlet",2022-09-13,0.28,0.3,0.56,2.52,0.21,6.95,471.5,53.85,1.82,0.04,0.83,1.32,6.83,0.07,0.7,0.35,0,2.77,1838,2022,"CBRI","ROSS","40.57795281",-105.8572773,"Inflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.11067457970644089,90.13,"12:25",8.11,"50.4","7.3",2022-09-13 18:25:00.000000
"Barnes Meadow Outflow",2022-09-13,5.65,3.33,0.74,6.59,0.57,7.07,704.85,90.63,2.39,0.71,1.39,1.61,12.21,0.04,1.71,0.17,0.15,4.37,1839,2022,"BMD","ROSS","40.600376",-105.836378,"Outflow","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,84.049,"12:44",6.61,"84","9.3",2022-09-13 18:44:00.000000
"Barnes Meadow Reservoir",2022-09-13,2.43,2.12,0.95,5.72,0.35,7.14,629.14,82.13,2.44,0.01,1.39,1.61,11.24,0.05,1.62,0.07,0,6.97,1840,2022,"BRNR","ROSS","40.599908",-105.830604,"Reservoir","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,85.149,"13:05",6.5,"74.55","16.5",2022-09-13 19:05:00.000000
"Chambers Reservoir",2022-09-13,0.67,0.6,0.97,2.48,0.22,6.94,503.2,54.52,1.56,0.02,0.86,1.23,7.03,0.09,0.54,0.12,0,2.77,1841,2022,"CBRR","ROSS","40.603457",-105.845931,"Reservoir","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,87.814,"13:46",6.93,"48.49","16.9",2022-09-13 19:46:00.000000
"Chambers Outflow",2022-09-13,0.48,0.2,5.24,2.66,0.27,6.94,485.58,55.72,1.43,0.09,0.84,1.3,7.57,0.06,0.54,0.12,0,2.55,1842,2022,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,"14:05",7.05,"49.54","14",2022-09-13 20:05:00.000000
"Joe Wright Inlet",2022-09-19,0.95,1.08,0.23,0.57,0.22,6.97,593.71,84.17,1.88,0.03,0.68,2.19,11.11,0.02,0.57,0.82,0,8.31,1868,2022,"JOEI","ROSS","40.54013102",-105.8831698,"Inflow","Chambers Complex","Joe Wright Reservoir","Unburned",0.006530548628428928,0,95.264,,,,,
"Joe Wright Reservoir",2022-09-19,4.36,3,2.35,2.8,0.12,6.96,514.86,59.41,1.55,0.02,0.7,1.53,8.03,0.09,0.52,0.08,0,3.62,1869,2022,"JOER","ROSS","40.55593744",-105.8749619,"Reservoir","Chambers Complex","Joe Wright Reservoir","Partially Burned",0.006530548628428928,0.048734263332836585,93.218,,,,,
"Chambers Inlet",2022-09-19,3.84,2.8,0.68,3.11,0.23,7.06,459.18,54.94,1.51,0.03,0.73,1.39,6.97,0.06,0.67,0.46,0,3,1870,2022,"CBRI","ROSS","40.57795281",-105.8572773,"Inflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.11067457970644089,90.13,,,,,
"Barnes Meadow Reservoir",2022-09-19,1.72,2.16,1.69,5.6,0.36,7.06,633.62,82.81,2.43,0.01,1.34,1.66,11.82,0.05,1.65,0.07,0,6.96,1872,2022,"BRNR","ROSS","40.599908",-105.830604,"Reservoir","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,85.149,,,,,
"Chambers Reservoir",2022-09-19,11.84,10.84,0.84,2.49,0.12,7.07,496.3,55.45,1.58,0.02,0.85,1.27,7.62,0.05,0.56,0.13,0,2.69,1873,2022,"CBRR","ROSS","40.603457",-105.845931,"Reservoir","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,87.814,,,,,
"Chambers Outflow",2022-09-19,0.89,0.3,0.96,2.55,0.19,6.98,496.62,54.27,1.57,0.02,0.85,1.27,6.99,0.06,0.56,0.15,0,2.72,1874,2022,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,,,,,
"JWC-Joe Wright @ Aspen Glen Campground",2022-09-19,0.46,3,1.62,2.58,0.29,6.97,499.88,56.73,1.66,0.03,0.89,1.32,7.67,0.05,0.62,0.14,0,2.85,1875,2022,"JWC","ROSS","40.61988",-105.81937,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,80.916,,,,,
"Poudre Below Rustic",2022-09-19,4.33,4.6,0.66,2.22,0.18,7.08,589.34,67.11,2.27,0.02,1,1.7,8.27,0.02,0.86,0.08,0,3.58,1876,2022,"PBR","ROSS","40.700221",-105.544028,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,47.262,,,,,
"Poudre Above North Fork",2022-09-19,8.17,4.83,0.37,2.23,0.16,7.17,573.79,67.03,2.44,0,1.1,1.9,8.67,0.05,1.05,0.07,0,3.62,1878,2022,"PNF","ROSS","40.702459",-105.241588,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,7.471,,,,,
"Poudre at Bellvue Diversion",2022-09-19,10.93,7.19,0.41,2.48,0.08,7.18,638.67,76.93,2.85,0,1.01,2.12,9.5,0.12,1.63,0.07,0,3.83,1879,2022,"PBD","ROSS","40.664519",-105.22419,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,0,,,,,
"Poudre at Legacy Bridge",2022-09-19,2.89,1.9,1.73,2.68,0.49,7.39,1435.35,189.85,5.88,0.33,0.94,5.3,30.15,0.08,2.37,0.92,0,8.63,1880,2022,"legacy","ROSS","40.6006194",-105.0860344,"Mainstem","Mainstem","CLP  Mainstem-Fort Collins","Partially Burned",,,,,,,,
"Poudre at Timberline",2022-09-19,9.29,8.63,2.66,3.06,1.22,7.4,1462.83,349.53,14.47,0.41,1.2,7.91,32.74,0.12,12.41,1.71,0,62.25,1881,2022,"timberline","ROSS","40.5754289",-105.0333903,"Mainstem","Mainstem","CLP  Mainstem-Fort Collins","Partially Burned",,,,,,,,
"Poudre at ELC",2022-09-19,6.47,4.98,5.49,3.28,1.11,7.82,2787.5,503.29,17.88,0.39,1.66,11.02,44.61,0.13,15.38,1.63,0,77.31,1882,2022,"ELC","ROSS","40.5519476",-105.0105977,"Mainstem","Mainstem","CLP  Mainstem-Fort Collins","Partially Burned",,,,,,,,
"Poudre at Archery Range",2022-09-19,23.54,24.4,3.5,3.6,1.43,7.52,2451.49,596.77,23.94,0.26,2.33,16.77,57.37,0.17,17.17,1.83,0,125.26,1883,2022,"archery","ROSS","40.5479138",-105.0011275,"Mainstem","Mainstem","CLP  Mainstem-Fort Collins","Partially Burned",,,,,,,,
"Long Draw Reservoir",2022-09-20,3.53,1.67,1.5,1.97,0.17,6.89,366.31,58.71,1.08,0.07,0.55,1.41,7.73,0.25,0.12,0.39,0,9.33,1890,2022,"LNGR","ROSS","40.50087627",-105.7725307,"Reservoir","Longdraw","Long Draw Reservoir","Unburned",0,0,100.445,"9:20",,,,2022-09-20 15:20:00.000000
"Long Draw Outlet",2022-09-20,2.49,3.36,4.11,1.85,0.14,6.95,360.37,57.18,1.02,0.04,0.52,1.33,8.01,0.26,0.12,0.35,0,9.04,1891,2022,"LNGO","ROSS","40.50368571",-105.7709459,"Outflow","Longdraw","Long Draw Reservoir","Unburned",0,0,98.705,"9:40",,,,2022-09-20 15:40:00.000000
"Peterson Reservoir",2022-09-20,14.29,12.92,4.3,3.76,0.13,6.85,421.85,49.58,2.27,0.01,1.36,0.94,6.27,0.03,0.99,0.09,0.13,2.16,1892,2022,"PTRR","ROSS","40.55936515",-105.7940034,"Reservoir","Longdraw","Peterson Reservoir","Burned",0.32090379008746356,0.3055062638172439,91.236,"10:20",,,,2022-09-20 16:20:00.000000
"Peterson Outlet",2022-09-20,10.35,9.95,5.54,4.15,0.18,6.96,441.88,52.02,2.44,0.03,1.3,0.99,6.77,0.03,0.94,0.08,0,2.16,1893,2022,"PTRO","ROSS","40.56063874",-105.7929021,"Outflow","Longdraw","Peterson Reservoir","Burned",0.32090379008746356,0.3055062638172439,91.236,,,,,
